Food_Item,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Nutrient_Density_Score,Protein_Efficiency,Sugars_g,Sodium_mg,Saturated_Fat_g,Cholesterol_mg
"Grits, Regular Or Quick, Made With Water, No Added Fat",58.0,1.2,12.41,0.28,0.7,Grits and other cooked cereals,quick_carbs,8.28,85.59,4.34,3.28,0.02,0.09,70.0,0.05,0.0
"Grits, With Cheese, As To Fat",108.0,3.56,11.36,5.28,0.6,Grits and other cooked cereals,quick_carbs,13.19,42.07,44.0,3.85,0.03,0.12,143.0,2.7,13.0
"Grits, With Cheese, Fat Added",108.0,3.56,11.36,5.28,0.6,Grits and other cooked cereals,quick_carbs,13.19,42.07,44.0,3.85,0.03,0.12,143.0,2.7,13.0
"Grits, With Cheese, No Added Fat",97.0,3.6,11.54,3.92,0.7,Grits and other cooked cereals,quick_carbs,14.85,47.59,36.37,4.43,0.04,0.12,134.0,2.12,11.0
"Hominy, Cooked",88.0,1.45,13.8,2.91,2.4,Grits and other cooked cereals,quick_carbs,6.59,62.73,29.76,4.38,0.02,1.47,501.0,1.01,4.0
Hush Puppy,296.0,6.16,40.21,13.25,2.9,"Biscuits, muffins, quick breads",quick_carbs,8.32,54.34,40.29,3.06,0.02,3.8,813.0,2.62,0.0
"Injera, Ethiopian Bread",93.0,2.55,19.39,0.68,2.8,Yeast breads,quick_carbs,10.97,83.4,6.58,5.75,0.03,1.03,226.0,0.18,0.0
Johnnycake,277.0,7.98,43.82,7.46,1.8,"Biscuits, muffins, quick breads",quick_carbs,11.52,63.28,24.24,3.53,0.03,9.1,871.0,2.1,71.0
Lasagna With Chicken Or Turkey,205.0,13.74,14.01,10.37,1.0,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,26.81,27.34,45.53,7.19,0.07,2.2,387.0,5.18,44.0
Lasagna With Meat,139.0,7.45,16.17,4.97,1.6,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,21.44,46.53,32.18,6.51,0.05,3.33,390.0,2.32,16.0
Lasagna With Meat And Spinach,207.0,13.33,13.76,10.79,1.1,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,25.76,26.59,46.91,6.97,0.06,2.16,412.0,5.44,42.0
"Lasagna With Meat, Canned",97.0,3.24,13.26,3.41,1.5,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,13.36,54.68,31.64,4.89,0.03,1.97,283.0,1.46,5.0
"Lasagna With Meat, From Restaurant",185.0,10.83,11.36,10.69,1.5,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,23.42,24.56,52.01,6.66,0.06,3.15,466.0,4.94,36.0
"Lasagna With Meat, Frozen",124.0,6.63,14.39,4.42,1.4,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,21.39,46.42,32.08,6.48,0.05,2.96,347.0,2.07,14.0
"Lasagna With Meat, Home Recipe",206.0,13.63,13.1,10.92,1.1,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,26.47,25.44,47.71,7.15,0.07,1.47,416.0,5.63,43.0
"Lasagna, Meatless",130.0,6.54,13.84,5.33,1.7,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,20.12,42.58,36.9,6.34,0.05,4.23,284.0,2.11,13.0
"Lasagna, Meatless, With Vegetables",188.0,11.2,14.52,9.38,1.2,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,23.83,30.89,44.9,6.6,0.06,2.43,384.0,4.93,34.0
"Lasagna, With Chicken Or Turkey, And Spinach",201.0,13.51,13.76,10.14,1.1,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,26.89,27.38,45.4,7.27,0.07,2.16,381.0,5.06,43.0
"Long Rice Noodles, Made From Mung Beans, Cooked",84.0,0.04,20.66,0.01,0.1,"Pasta, noodles, cooked grains",quick_carbs,0.19,98.38,0.11,0.17,0.0,0.0,5.0,0.0,0.0
Macaroni Or Pasta Salad With Cheese,246.0,6.89,21.78,14.43,1.3,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,11.2,35.41,52.79,3.33,0.03,1.66,262.0,4.07,18.0
Macaroni Or Pasta Salad With Chicken,213.0,7.82,20.94,10.75,1.2,"Pasta mixed dishes, excludes macaroni and cheese",quick_carbs,14.69,39.32,45.42,4.23,0.04,1.57,225.0,1.79,22.0
